sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,outcome_prevalence,oracle_EY1,oracle_EY0,U_treatment_coefficient,U_outcome_coefficient,U_treatment_correlation,U_outcome_correlation,positivity_warning,rare_outcome_warning,separation_warning,extreme_probability_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message,binary_outcome_message
1000,0.5053375,0.0240825675497108,0.066292902447491,0.13294204938938842,0.5103302368607576,0.8765868737370031,0.9398060609739186,0.9765894055041068,0.24855155402609572,0.9086386049022108,0.09941741090226977,0.7636379500438075,0.5150863960177118,0.41751249999999995,0.49935369978072763,0.3305229116053198,0.8,0.0,0.3200990056035144,0.05768049004528133,True,False,False,True,True,False,propensity 99th percentile is above 0.95.,oracle outcome probabilities include extreme values.
