sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,positivity_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message
500,0.507075,0.07710074576845878,0.12965961061887354,0.20626537094759087,0.5095249542991617,0.8074229315335876,0.8794985880902166,0.9275051545373743,0.28300203673267327,0.8380082724850437,0.17428372889470695,0.7322541439863894,0.4492521072537162,False,False,False,No major positivity warning triggered.
