sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,outcome_prevalence,oracle_EY1,oracle_EY0,U_treatment_coefficient,U_outcome_coefficient,U_treatment_correlation,U_outcome_correlation,positivity_warning,rare_outcome_warning,separation_warning,extreme_probability_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message,binary_outcome_message
1000,0.50725,0.02743656074817618,0.06667134199555665,0.1321595483632509,0.5073329932862949,0.8749211946615795,0.9384160706122024,0.9757693634998861,0.2480949114036204,0.9067683195098732,0.09709298466732738,0.7655704993569012,0.5174755879532807,0.4307625,0.4975259531026454,0.3500006228274072,0.8,1.0,0.31208031720883805,0.3957934330819712,True,False,False,True,True,False,propensity 99th percentile is above 0.95.,oracle outcome probabilities include extreme values.
