sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,positivity_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message
600,0.508,0.07480918075279228,0.13197395869055162,0.20619171711059314,0.5101164751620324,0.8074773435542424,0.8789444469179882,0.932687164760793,0.2831048383411296,0.8378066053820374,0.17439628757216366,0.7307027575514259,0.44759791921029624,False,False,False,No major positivity warning triggered.
