sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,missing_rate,missing_rate_treated,missing_rate_control,complete_case_n,fraction_rows_dropped,positivity_warning,missing_data_enabled,missingness_mnar_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message,missing_data_message
700,0.45824999999999994,0.040474385939053885,0.08844508071835613,0.15045845621540632,0.45158904390243426,0.789306276393986,0.8736882117851902,0.938535699401436,0.23445087327001374,0.8290622782515774,0.12394022615816695,0.7049761227338524,0.47052524946383867,0.24989285714285714,0.33367785655927223,0.17921052422019706,525.075,0.24989285714285714,False,True,False,False,False,No major positivity warning triggered.,Missingness mechanism is configured explicitly; full-data truth remains the benchmark target.
1400,0.4573482142857143,0.03621015586451093,0.0846053897012569,0.1482919565201644,0.448697529197614,0.7933283842431056,0.8769962320057288,0.947697845726422,0.22640137013784806,0.8336170161969554,0.1226396742372976,0.7020993019175709,0.47569793177972286,0.25270535714285713,0.33927877486872676,0.17976572867474133,1046.2125,0.25270535714285713,False,True,False,False,False,No major positivity warning triggered.,Missingness mechanism is configured explicitly; full-data truth remains the benchmark target.
