sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,positivity_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message
500,0.507525,0.07897523265170042,0.13131400737626028,0.20655746626917204,0.5088443219687276,0.8068299050598874,0.87730684068805,0.9303514335517822,0.28318418389958355,0.8355509764289509,0.17257455439135902,0.7301619706776779,0.4469777867780943,False,False,False,No major positivity warning triggered.
