sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,outcome_prevalence,oracle_EY1,oracle_EY0,positivity_warning,rare_outcome_warning,separation_warning,extreme_probability_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message,binary_outcome_message
800,0.5081875,0.06845634104587384,0.13054067883895426,0.20564610948390954,0.5094509636298392,0.8077937082842314,0.8788310322371374,0.935890021561201,0.2805567588989428,0.8375856359371137,0.17358953926236725,0.732746751221711,0.4521899923227681,0.420375,0.49980864752521065,0.3308681106850025,False,False,False,True,False,False,No major positivity warning triggered.,oracle outcome probabilities include extreme values.
1600,0.5064322916666667,0.06113096711611192,0.12896281410592123,0.2053421077163005,0.5085938646177797,0.808614110537993,0.8819489747261232,0.9446604089685358,0.27889356621137423,0.8396154186192422,0.1727039981108697,0.7332112861438649,0.45431771993249065,0.41853125,0.4995444457858604,0.3306840888198657,False,False,False,True,False,False,No major positivity warning triggered.,oracle outcome probabilities include extreme values.
