sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,outcome_prevalence,oracle_EY1,oracle_EY0,U_treatment_coefficient,U_outcome_coefficient,U_treatment_correlation,U_outcome_correlation,positivity_warning,rare_outcome_warning,separation_warning,extreme_probability_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message,binary_outcome_message
1000,0.5115000000000001,0.06682886290159831,0.12993218040722587,0.20540427964862498,0.5096648038517113,0.8106171294039057,0.8819933054809577,0.9402287244098101,0.2800153826262403,0.8405562808322935,0.17288289719870928,0.7323949593797369,0.4523795767534965,0.43086250000000004,0.5001660475751791,0.3528081668613996,0.0,1.0,0.005821678582521574,0.361314372602823,False,False,False,True,True,False,No major positivity warning triggered.,oracle outcome probabilities include extreme values.
