sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,outcome_prevalence,oracle_EY1,oracle_EY0,U_treatment_coefficient,U_outcome_coefficient,U_treatment_correlation,U_outcome_correlation,positivity_warning,rare_outcome_warning,separation_warning,extreme_probability_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message,binary_outcome_message
1000,0.5067250000000001,0.05155771710654111,0.10832909240217896,0.1819982648659219,0.5094583516963175,0.8292399806882985,0.9003082233484762,0.9561263947911278,0.26888954805107235,0.8608394682476179,0.14860114281092368,0.7411838754536774,0.47229432740260496,0.422,0.4991212691002664,0.33644331227890795,0.4,0.5,0.1706130546099191,0.22212347264668772,False,False,False,True,True,False,No major positivity warning triggered.,oracle outcome probabilities include extreme values.
