sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,outcome_prevalence,oracle_EY1,oracle_EY0,U_treatment_coefficient,U_outcome_coefficient,U_treatment_correlation,U_outcome_correlation,positivity_warning,rare_outcome_warning,separation_warning,extreme_probability_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message,binary_outcome_message
1000,0.5068625,0.06522564515514181,0.12864928505728648,0.2053779325670415,0.5081889345668126,0.8095820694033143,0.8813538870670863,0.9384483931114239,0.2782662124786765,0.8402961490904298,0.17314067229860503,0.7335687100439524,0.4553024975652759,0.4413,0.5009164946003757,0.37074103214121557,0.0,1.5,-0.006472748865105621,0.4811406282578881,False,False,False,True,True,False,No major positivity warning triggered.,oracle outcome probabilities include extreme values.
