sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,outcome_prevalence,oracle_EY1,oracle_EY0,U_treatment_coefficient,U_outcome_coefficient,U_treatment_correlation,U_outcome_correlation,positivity_warning,rare_outcome_warning,separation_warning,extreme_probability_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message,binary_outcome_message
1000,0.506525,0.010190858049878435,0.03370596244473634,0.08587095817390822,0.5101708323590616,0.9207038218450345,0.9677667202784445,0.9920965277315297,0.23007685731154592,0.945967075686833,0.05671663171161985,0.7782980681088162,0.5482212107972704,0.42558749999999995,0.4999639991284515,0.3372549836823353,1.2,0.5,0.4275493649916875,0.2629141228926261,True,False,False,True,True,False,propensity 1st percentile is below 0.05; propensity 99th percentile is above 0.95.,oracle outcome probabilities include extreme values.
