sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,positivity_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message
500,0.5402750000000001,0.011420240297240047,0.034334995929024316,0.08747198970010818,0.5625100292660056,0.9441830604748395,0.979233244959371,0.9933096999788203,0.24742189764134875,0.9626613080821856,0.055425555786332,0.8033696284745737,0.555947730833225,True,False,False,propensity 1st percentile is below 0.05; propensity 99th percentile is above 0.95.
