sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,n_clusters,cluster_size_min,cluster_size_median,cluster_size_max,target_icc,cluster_outcome_sd,empirical_icc,positivity_warning,clusters_enabled,few_clusters_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message,cluster_message
2000,0.46959375000000003,0.05461088187050826,0.10939610950061587,0.17426908433533422,0.4631556436195428,0.7794873470541458,0.8595906804564526,0.9284275326638886,0.24524359826497594,0.8170032347801914,0.14866225687299398,0.7033347240730263,0.4580911258080504,50.0,40.0,40.0,40.0,0.1,0.3327821248101491,0.2129332314799671,False,True,False,False,False,No major positivity warning triggered.,Cluster count is adequate for this smoke demo; CR1 cluster-robust SEs are still finite-sample approximations.
