sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,positivity_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message
500,0.49293333333333333,0.07091824043384222,0.12806199411845257,0.19932345527796538,0.49875165439670516,0.7912116865547922,0.8667156492304391,0.9192421156411641,0.27206820452747704,0.8216699194410633,0.17004696997721147,0.7254279300275641,0.453359725500087,False,False,False,No major positivity warning triggered.
