sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,outcome_prevalence,oracle_EY1,oracle_EY0,U_treatment_coefficient,U_outcome_coefficient,U_treatment_correlation,U_outcome_correlation,positivity_warning,rare_outcome_warning,separation_warning,extreme_probability_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message,binary_outcome_message
1000,0.5077375,0.010030106050166828,0.03392624148522434,0.08587499355917029,0.5093023709692783,0.9203174008492375,0.9672171752517974,0.9913916258586448,0.22993458165649203,0.9460398251272031,0.05669756335045928,0.7764306930486471,0.5464961113921549,0.41950000000000004,0.5006016181341014,0.3315632879835557,1.2,0.0,0.42739645259732006,0.07366516081032584,True,False,False,True,True,False,propensity 1st percentile is below 0.05; propensity 99th percentile is above 0.95.,oracle outcome probabilities include extreme values.
