sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,positivity_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message
1000,0.5079,0.06598149543233957,0.12972435573916513,0.20561303118512533,0.5087385174605974,0.8077474278572907,0.8821580215479583,0.9408024200771173,0.2781756095781876,0.8374310719242498,0.17262136895413202,0.7361566342275253,0.45798102464933776,False,False,False,No major positivity warning triggered.
