sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,positivity_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message
1000,0.5409625,0.00856844590096112,0.03238023223922025,0.08521894158738995,0.5583494256024152,0.9469860432280213,0.9805998496252324,0.9951441420158051,0.24972332400215316,0.9651743295724918,0.05300513244001696,0.8082078677129901,0.558484543710837,True,False,False,propensity 1st percentile is below 0.05; propensity 99th percentile is above 0.95.
