sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,positivity_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message
500,0.5079100000000001,0.0757920163511565,0.13139263973996415,0.20527140350231313,0.5104977695380809,0.8062119032473207,0.8776698648820076,0.930073869407552,0.2802184750762354,0.8361609312296234,0.17423840476657698,0.7314186079953618,0.4512001329191265,False,False,False,No major positivity warning triggered.
1000,0.50849,0.06724940992036055,0.13020726601179283,0.20638470441449142,0.5083673485264777,0.8089330070772586,0.8815063898583848,0.9393659174582533,0.2803969886449203,0.8386750366394812,0.17343361411430044,0.7320834709320764,0.45168648228715597,False,False,False,No major positivity warning triggered.
2000,0.50908,0.05876398958245448,0.12775380018100305,0.20544890796672002,0.509510476770093,0.8088382661927802,0.8823022227255986,0.9495393513117389,0.27987913594971847,0.8394003446112857,0.17246154866695929,0.734265944756044,0.4543868088063256,False,False,False,No major positivity warning triggered.
