sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,positivity_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message
800,0.538296875,0.0554874571274576,0.11573418377516789,0.1965183308757888,0.5463968711086566,0.8562295530209019,0.9172824482242017,0.9602427428498235,0.28900941413972403,0.8818857275014,0.15648042729310618,0.7715433015254329,0.4825338873857089,False,False,False,No major positivity warning triggered.
1600,0.53733984375,0.04919839193666662,0.11533120332190994,0.19731865637248855,0.5455418879237931,0.8565968305076765,0.9197813302854039,0.9675034197482318,0.2873457963898226,0.8829951628808217,0.1573042238299675,0.770518547997079,0.4831727516072563,False,False,False,No major positivity warning triggered.
