estimator,estimate,se,ci_lower,ci_upper,status,error_type,error_message,sample_size,replication,seed,truth,error,covered,treatment_prevalence,propensity_p01,propensity_p99,positivity_warning
naive_difference,3.1548066830649795,0.13519565667974556,2.8898280651064363,3.4197853010235226,ok,,,800,0,20360605,2.0,1.1548066830649795,False,0.55625,0.08642785110234862,0.9164144594567037,False
adjusted_ols,1.8637541710658192,0.08262225371624324,1.7018175294604518,2.025690812671187,ok,,,800,0,20360605,2.0,-0.1362458289341808,True,0.55625,0.08642785110234862,0.9164144594567037,False
adjusted_ols_omit_confounder,3.1792400360835016,0.1311014690775861,2.922285878371141,3.436194193795862,ok,,,800,0,20360605,2.0,1.1792400360835016,False,0.55625,0.08642785110234862,0.9164144594567037,False
aipw,1.9756895769247378,0.08772728726303371,1.8037472534277923,2.147631900421683,ok,,,800,0,20360605,2.0,-0.02431042307526221,True,0.55625,0.08642785110234862,0.9164144594567037,False
aipw_ps_misspecified,1.9188439181887065,0.07660294930286898,1.7687048964455356,2.0689829399318773,ok,,,800,0,20360605,2.0,-0.08115608181129352,True,0.55625,0.08642785110234862,0.9164144594567037,False
aipw_outcome_misspecified,1.9837909216355514,0.18275215161622707,1.625603286370543,2.34197855690056,ok,,,800,0,20360605,2.0,-0.016209078364448626,True,0.55625,0.08642785110234862,0.9164144594567037,False
aipw_double_misspecified,3.1796942684676424,0.13495944936709625,2.915178608334777,3.444209928600508,ok,,,800,0,20360605,2.0,1.1796942684676424,False,0.55625,0.08642785110234862,0.9164144594567037,False
naive_difference,3.1800998116550816,0.13143378907943196,2.922494318707761,3.437705304602402,ok,,,800,1,20360606,2.0,1.1800998116550816,False,0.5175,0.11725508711071525,0.9150955086987065,False
adjusted_ols,2.074249625984695,0.07954031187962664,1.9183534793815435,2.230145772587847,ok,,,800,1,20360606,2.0,0.0742496259846952,True,0.5175,0.11725508711071525,0.9150955086987065,False
adjusted_ols_omit_confounder,3.2198473389308604,0.12429529622293661,2.9762330348861674,3.4634616429755534,ok,,,800,1,20360606,2.0,1.2198473389308604,False,0.5175,0.11725508711071525,0.9150955086987065,False
aipw,2.0884418227256596,0.08079865236919233,1.9300793740826707,2.2468042713686485,ok,,,800,1,20360606,2.0,0.08844182272565959,True,0.5175,0.11725508711071525,0.9150955086987065,False
aipw_ps_misspecified,2.0904863609166684,0.0741212985405421,1.9452112852898646,2.235761436543472,ok,,,800,1,20360606,2.0,0.0904863609166684,True,0.5175,0.11725508711071525,0.9150955086987065,False
aipw_outcome_misspecified,2.136507856864677,0.17230300622229594,1.798800170240996,2.474215543488358,ok,,,800,1,20360606,2.0,0.13650785686467692,True,0.5175,0.11725508711071525,0.9150955086987065,False
aipw_double_misspecified,3.2199607099276806,0.13137039635258993,2.962479464441852,3.477441955413509,ok,,,800,1,20360606,2.0,1.2199607099276806,False,0.5175,0.11725508711071525,0.9150955086987065,False
naive_difference,3.0708860288136988,0.1355842453348856,2.80514579108628,3.3366262665411175,ok,,,800,2,20360607,2.0,1.0708860288136988,False,0.53375,0.10729582003546778,0.9152532783070787,False
adjusted_ols,1.8537639612694805,0.08272203112948538,1.691631759527688,2.015896163011273,ok,,,800,2,20360607,2.0,-0.1462360387305195,True,0.53375,0.10729582003546778,0.9152532783070787,False
adjusted_ols_omit_confounder,3.0093717467502232,0.1294912308857589,2.755573597900375,3.2631698956000714,ok,,,800,2,20360607,2.0,1.0093717467502232,False,0.53375,0.10729582003546778,0.9152532783070787,False
aipw,1.9168925475038252,0.08462235415580506,1.7510357810714539,2.0827493139361963,ok,,,800,2,20360607,2.0,-0.0831074524961748,True,0.53375,0.10729582003546778,0.9152532783070787,False
aipw_ps_misspecified,1.8981973788584627,0.07658806869791991,1.7480875225650603,2.0483072351518654,ok,,,800,2,20360607,2.0,-0.10180262114153726,True,0.53375,0.10729582003546778,0.9152532783070787,False
aipw_outcome_misspecified,1.8148177800669507,0.20811052664332033,1.4069286430423795,2.222706917091522,ok,,,800,2,20360607,2.0,-0.18518221993304929,True,0.53375,0.10729582003546778,0.9152532783070787,False
