sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,positivity_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message
1000,0.510875,0.06435494162395877,0.12819621498262238,0.2045034007540206,0.5081958665438995,0.8082823523087646,0.8796926704158686,0.9382672830900576,0.28110297634412185,0.8390199015024553,0.17109524899927075,0.7349939108141905,0.4538909344700686,False,False,False,No major positivity warning triggered.
