sample_size,estimator,mean_estimate,bias,mcse_bias,rmse,mcse_rmse,empirical_sd,mean_estimated_se,coverage,mcse_coverage,n_replications,n_attempted,n_valid,n_coverage,n_failed,n_not_applicable,n_non_ok,failure_rate,non_ok_rate,failure_rate_denominator,first_error_type,first_error_message,status_message
1000,naive_risk_difference,0.321330175542049,0.15861474276766374,0.0032856186945768957,0.16128070110691556,0.003308034482564817,0.029387466996872245,0.029494191255007372,0.0,0.0,80,80,80,80,0,0,0,0.0,0.0,80,,,ok
1000,logistic_gcomp_risk_difference,0.23162013411791443,0.06890470134352919,0.0034453219599709975,0.07540296477236003,0.0034744792712936494,0.03081589642747185,0.0011688208754460107,0.0125,0.01242162932146987,80,80,80,80,0,0,0,0.0,0.0,80,,,ok
1000,ipw_risk_difference,0.23164598900596906,0.06893055623158378,0.0036320545993362664,0.07611553987713517,0.003599032129674806,0.032486083928426626,0.04325003781125555,0.7125,0.050601846557215675,80,80,80,80,0,0,0,0.0,0.0,80,,,ok
1000,aipw_risk_difference,0.23068591632770236,0.06797048355331711,0.0035135788993488136,0.07480147279529821,0.003543447902742943,0.03142640505301136,0.031442111844989705,0.425,0.05526922742358536,80,80,80,80,0,0,0,0.0,0.0,80,,,ok
1000,adjusted_oracle_includes_U,0.15713196744326222,-0.00558346533112306,0.003809424382179502,0.03431618424102254,0.002428619832138076,0.034072527494794023,0.001143122288291861,0.025,0.017455300054711177,80,80,80,80,0,0,0,0.0,0.0,80,,,ok
