sample_size,treatment_prevalence,propensity_min,propensity_p01,propensity_p05,propensity_median,propensity_p95,propensity_p99,propensity_max,treated_propensity_p05,treated_propensity_p95,control_propensity_p05,control_propensity_p95,propensity_overlap_width,outcome_prevalence,oracle_EY1,oracle_EY0,positivity_warning,rare_outcome_warning,separation_warning,extreme_probability_warning,unobserved_confounder_enabled,unobserved_confounder_observed,positivity_message,binary_outcome_message
800,0.34891666666666665,0.03351727842930268,0.06603290012177535,0.10862577359512972,0.3283179093659537,0.6643092088935936,0.7736150313802846,0.8735374274188976,0.16943640207693014,0.7259990874848327,0.09608998960778216,0.5910635700791079,0.4216271680021778,0.2558958333333333,0.3390615557128218,0.20034824373692148,False,False,False,True,False,False,No major positivity warning triggered.,oracle outcome probabilities include extreme values.
1600,0.35115625,0.02979132843933734,0.06516286449840711,0.10842628229306771,0.327530412378996,0.6653856757119658,0.7786348751711336,0.889575789528133,0.16735952785890457,0.7287369324044295,0.09567072904511972,0.5905342007642936,0.42317467290538907,0.25493229166666664,0.3388710965406811,0.20028822126900703,False,False,False,True,False,False,No major positivity warning triggered.,oracle outcome probabilities include extreme values.
